whichBlock,middleStim,leftStim,rightStim,stimNum,congruent,target,locationC,locationR,locationL,straightFace,prac_block_loop.thisRepN,prac_block_loop.thisTrialN,prac_block_loop.thisN,prac_block_loop.thisIndex,prac_trial_loop.thisRepN,prac_trial_loop.thisTrialN,prac_trial_loop.thisN,prac_trial_loop.thisIndex,first_block_loop.thisRepN,first_block_loop.thisTrialN,first_block_loop.thisN,first_block_loop.thisIndex,firstTrial_loop.thisRepN,firstTrial_loop.thisTrialN,firstTrial_loop.thisN,firstTrial_loop.thisIndex,prac_blockText.started,prac_blockText.stopped,prac_reminder_text.started,prac_reminder_text.stopped,prac_reminder_keyResp.keys,prac_reminder_keyResp.rt,prac_reminder_keyResp.started,prac_reminder_keyResp.stopped,initFixation_img.started,initFixation_img.stopped,ISI,prac_centerImg.started,prac_centerImg.stopped,prac_stim_keyResp.keys,prac_stim_keyResp.rt,prac_stim_keyResp.started,prac_stim_keyResp.stopped,accuracy,prac_blockFeed_text.started,prac_blockFeed_text.stopped,prac_pressContinue.started,prac_pressContinue.stopped,prac_blockFeed_keyResp.keys,prac_blockFeed_keyResp.rt,prac_blockFeed_keyResp.started,prac_blockFeed_keyResp.stopped,key_resp_counterbalance1.keys,key_resp_counterbalance1.rt,key_resp_counterbalance1.started,key_resp_counterbalance1.stopped,firstT_text1.started,firstT_text1.stopped,firstT_key.keys,firstT_key.rt,firstT_key.started,firstT_key.stopped,bigFace_2.started,bigFace_2.stopped,cover_background.started,cover_background.stopped,task_centerImg_3.started,task_centerImg_3.stopped,task_fixImg_3.started,task_fixImg_3.stopped,first_task_stim_keyResp.keys,first_task_stim_keyResp.started,first_task_stim_keyResp.stopped,id,date,expName,psychopyVersion,frameRate,
trialTable_practice.csv,img/renders/face634_-45.png,img/renders/face634_-45.png,img/renders/face634_-45.png,6,1,left,"[0, 0]","[0.13, 0]","[-0.13, 0]",,0,0,0,0,0,10,10,11,,,,,,,,,,,,,,,,,,,1.8076152304609219,67.79976460699982,68.00039450099939,None,,67.79976460699982,67.79976460699982,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1441,flanker-basic_v2,2021.2.3,59.73810932402557,
trialTable_practice.csv,img/renders/face351_45.png,img/renders/face351_-45.png,img/renders/face351_-45.png,7,0,right,"[0.058, 0]","[0.14, 0]","[-0.14, 0]",,0,0,0,0,0,11,11,10,,,,,,,,,,,,,,,,,,,1.8727454909819639,69.63578332500038,69.85078242300006,['1'],[1.2275996489988756],69.63578332500038,69.63578332500038,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1441,flanker-basic_v2,2021.2.3,59.73810932402557,
trialTable_practice.csv,img/renders/face013_-45.png,img/renders/face013_-45.png,img/renders/face013_-45.png,6,1,left,"[0, 0]","[0.13, 0]","[-0.13, 0]",,0,0,0,0,0,12,12,18,,,,,,,,,,,,,,,,,,,1.7394789579158316,71.54775400599829,71.74976266299927,['1'],[0.821562287001143],71.54775400599829,71.54775400599829,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1441,flanker-basic_v2,2021.2.3,59.73810932402557,
trialTable_practice.csv,img/renders/face704_45.png,img/renders/face704_45.png,img/renders/face704_45.png,5,1,right,"[0, 0]","[0.13, 0]","[-0.13, 0]",,0,0,0,0,0,13,13,9,,,,,,,,,,,,,,,,,,,1.528056112224449,73.33052861499891,73.53257374999885,None,,73.33052861499891,73.33052861499891,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1441,flanker-basic_v2,2021.2.3,59.73810932402557,
trialTable_practice.csv,img/renders/face559_-45.png,img/renders/face559_45.png,img/renders/face559_45.png,8,0,left,"[-0.058, 0]","[0.14, 0]","[-0.14, 0]",,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,1.9589178356713426,74.87903340900084,75.0817755479984,['1'],[1.3164125660005084],74.87903340900084,74.87903340900084,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1441,flanker-basic_v2,2021.2.3,59.73810932402557,
trialTable_practice.csv,img/renders/face028_45.png,img/renders/face028_-45.png,img/renders/face028_-45.png,7,0,right,"[0.058, 0]","[0.14, 0]","[-0.14, 0]",,0,0,0,0,0,15,15,17,,,,,,,,,,,,,,,,,,,1.728456913827655,76.88065444599852,77.08132067599945,None,,76.88065444599852,76.88065444599852,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1441,flanker-basic_v2,2021.2.3,59.73810932402557,
trialTable_practice.csv,img/renders/face602_-45.png,img/renders/face602_45.png,img/renders/face602_45.png,8,0,left,"[-0.058, 0]","[0.14, 0]","[-0.14, 0]",,0,0,0,0,0,16,16,0,,,,,,,,,,,,,,,,,,,1.5871743486973948,78.64008143200044,78.8477918690005,None,,78.64008143200044,78.64008143200044,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1441,flanker-basic_v2,2021.2.3,59.73810932402557,
trialTable_practice.csv,img/renders/face581_45.png,img/renders/face581_45.png,img/renders/face581_45.png,5,1,right,"[0, 0]","[0.13, 0]","[-0.13, 0]",,0,0,0,0,0,17,17,8,,,,,,,,,,,,,,,,,,,1.617234468937876,80.25832916500076,80.46405200699883,None,,80.25832916500076,80.25832916500076,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1441,flanker-basic_v2,2021.2.3,59.73810932402557,
trialTable_practice.csv,img/renders/face211_45.png,img/renders/face211_45.png,img/renders/face211_45.png,5,1,right,"[0, 0]","[0.13, 0]","[-0.13, 0]",,0,0,0,0,0,18,18,4,,,,,,,,,,,,,,,,,,,1.6583166332665331,81.90592552999806,82.11421689499912,['8'],[0.43563168100081384],81.90592552999806,81.90592552999806,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1441,flanker-basic_v2,2021.2.3,59.73810932402557,
trialTable_practice.csv,img/renders/face781_-45.png,img/renders/face781_45.png,img/renders/face781_45.png,8,0,left,"[-0.058, 0]","[0.14, 0]","[-0.14, 0]",,0,0,0,0,0,19,19,1,,,,,,,,,,,,,,,,,,,1.6623246492985972,83.60753416499938,83.81272470600015,['1'],[0.4220335139980307],83.60753416499938,83.60753416499938,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1441,flanker-basic_v2,2021.2.3,59.73810932402557,
trialTable_practice.csv,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.28457164099746,None,85.28457164099746,None,8,2.313773230998777,85.28457164099746,None,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1441,flanker-basic_v2,2021.2.3,59.73810932402557,
trialTable_practice.csv,img/renders/face781_-45.png,img/renders/face781_45.png,img/renders/face781_45.png,8,0,left,"[-0.058, 0]","[0.14, 0]","[-0.14, 0]",,1,0,1,0,0,0,0,1,,,,,,,,,87.65223469299963,None,87.65223469299963,None,8,1.5141451569979836,87.65223469299963,None,89.2153056749994,None,1.502004008016032,91.26739102399733,91.47681076899971,['1'],[0.6711083399968629],91.26739102399733,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1441,flanker-basic_v2,2021.2.3,59.73810932402557,
trialTable_practice.csv,img/renders/face028_45.png,img/renders/face028_-45.png,img/renders/face028_-45.png,7,0,right,"[0.058, 0]","[0.14, 0]","[-0.14, 0]",,1,0,1,0,0,1,1,17,,,,,,,,,,,,,,,,,,,1.5721442885771544,92.8075486159978,93.00870267199934,['8'],[0.3718498689995613],92.8075486159978,92.8075486159978,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1441,flanker-basic_v2,2021.2.3,59.73810932402557,
trialTable_practice.csv,img/renders/face120_-45.png,img/renders/face120_-45.png,img/renders/face120_-45.png,6,1,left,"[0, 0]","[0.13, 0]","[-0.13, 0]",,1,0,1,0,0,2,2,16,,,,,,,,,,,,,,,,,,,1.9298597194388776,94.41868588199941,94.62793438899826,['8'],[0.36181593899891595],94.41868588199941,94.41868588199941,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1441,flanker-basic_v2,2021.2.3,59.73810932402557,
trialTable_practice.csv,img/renders/face581_45.png,img/renders/face581_45.png,img/renders/face581_45.png,5,1,right,"[0, 0]","[0.13, 0]","[-0.13, 0]",,1,0,1,0,0,3,3,8,,,,,,,,,,,,,,,,,,,1.657314629258517,96.38622713099903,96.59384459899957,['8'],[0.4003488420021313],96.38622713099903,96.38622713099903,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1441,flanker-basic_v2,2021.2.3,59.73810932402557,
trialTable_practice.csv,img/renders/face602_-45.png,img/renders/face602_45.png,img/renders/face602_45.png,8,0,left,"[-0.058, 0]","[0.14, 0]","[-0.14, 0]",,1,0,1,0,0,4,4,0,,,,,,,,,,,,,,,,,,,1.7314629258517034,98.06649384399861,98.276613394999,['1'],[0.5019665750005515],98.06649384399861,98.06649384399861,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1441,flanker-basic_v2,2021.2.3,59.73810932402557,
trialTable_practice.csv,img/renders/face395_-45.png,img/renders/face395_-45.png,img/renders/face395_-45.png,6,1,left,"[0, 0]","[0.13, 0]","[-0.13, 0]",,1,0,1,0,0,5,5,5,,,,,,,,,,,,,,,,,,,1.6643286573146292,99.83439677899878,100.04229854100049,['1'],[0.5210811489996559],99.83439677899878,99.83439677899878,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1441,flanker-basic_v2,2021.2.3,59.73810932402557,
trialTable_practice.csv,img/renders/face013_-45.png,img/renders/face013_-45.png,img/renders/face013_-45.png,6,1,left,"[0, 0]","[0.13, 0]","[-0.13, 0]",,1,0,1,0,0,6,6,18,,,,,,,,,,,,,,,,,,,1.9158316633266532,101.5364962709973,101.74145134599894,['1'],[0.3679733140015742],101.5364962709973,101.5364962709973,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1441,flanker-basic_v2,2021.2.3,59.73810932402557,
trialTable_practice.csv,img/renders/face040_45.png,img/renders/face040_-45.png,img/renders/face040_-45.png,7,0,right,"[0.058, 0]","[0.14, 0]","[-0.14, 0]",,1,0,1,0,0,7,7,7,,,,,,,,,,,,,,,,,,,1.628256513026052,103.48633262799922,103.69157986899882,['1'],[0.3341918389996863],103.48633262799922,103.48633262799922,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1441,flanker-basic_v2,2021.2.3,59.73810932402557,
trialTable_practice.csv,img/renders/face351_45.png,img/renders/face351_-45.png,img/renders/face351_-45.png,7,0,right,"[0.058, 0]","[0.14, 0]","[-0.14, 0]",,1,0,1,0,0,8,8,10,,,,,,,,,,,,,,,,,,,1.9899799599198396,105.15263435700035,105.34380930399857,['8'],[0.3238764199995785],105.15263435700035,105.15263435700035,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1441,flanker-basic_v2,2021.2.3,59.73810932402557,
trialTable_practice.csv,img/renders/face211_45.png,img/renders/face211_45.png,img/renders/face211_45.png,5,1,right,"[0, 0]","[0.13, 0]","[-0.13, 0]",,1,0,1,0,0,9,9,4,,,,,,,,,,,,,,,,,,,1.5851703406813626,107.165955217999,107.37400928200077,['8'],[0.6053710790001787],107.165955217999,107.165955217999,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1441,flanker-basic_v2,2021.2.3,59.73810932402557,
trialTable_practice.csv,img/renders/face994_45.png,img/renders/face994_45.png,img/renders/face994_45.png,5,1,right,"[0, 0]","[0.13, 0]","[-0.13, 0]",,1,0,1,0,0,10,10,13,,,,,,,,,,,,,,,,,,,1.9498997995991982,108.783049802998,108.99064391299908,['8'],[0.5145045120007126],108.783049802998,108.783049802998,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1441,flanker-basic_v2,2021.2.3,59.73810932402557,
trialTable_practice.csv,img/renders/face559_-45.png,img/renders/face559_45.png,img/renders/face559_45.png,8,0,left,"[-0.058, 0]","[0.14, 0]","[-0.14, 0]",,1,0,1,0,0,11,11,14,,,,,,,,,,,,,,,,,,,1.973947895791583,110.7632594539973,110.97043931699955,['1'],[0.374177370002144],110.7632594539973,110.7632594539973,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1441,flanker-basic_v2,2021.2.3,59.73810932402557,
trialTable_practice.csv,img/renders/face037_-45.png,img/renders/face037_45.png,img/renders/face037_45.png,8,0,left,"[-0.058, 0]","[0.14, 0]","[-0.14, 0]",,1,0,1,0,0,12,12,3,,,,,,,,,,,,,,,,,,,1.8977955911823647,112.76538305500071,112.97166994600047,['1'],[0.43913897200036445],112.76538305500071,112.76538305500071,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1441,flanker-basic_v2,2021.2.3,59.73810932402557,
trialTable_practice.csv,img/renders/face269_45.png,img/renders/face269_-45.png,img/renders/face269_-45.png,7,0,right,"[0.058, 0]","[0.14, 0]","[-0.14, 0]",,1,0,1,0,0,13,13,6,,,,,,,,,,,,,,,,,,,1.6923847695390781,114.69917423999868,114.90518674999839,['8'],[0.4212571169991861],114.69917423999868,114.69917423999868,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1441,flanker-basic_v2,2021.2.3,59.73810932402557,
trialTable_practice.csv,img/renders/face704_45.png,img/renders/face704_45.png,img/renders/face704_45.png,5,1,right,"[0, 0]","[0.13, 0]","[-0.13, 0]",,1,0,1,0,0,14,14,9,,,,,,,,,,,,,,,,,,,1.686372745490982,116.4316102269986,116.63790665399938,['8'],[0.37932463499964797],116.4316102269986,116.4316102269986,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1441,flanker-basic_v2,2021.2.3,59.73810932402557,
trialTable_practice.csv,img/renders/face482_45.png,img/renders/face482_45.png,img/renders/face482_45.png,5,1,right,"[0, 0]","[0.13, 0]","[-0.13, 0]",,1,0,1,0,0,15,15,15,,,,,,,,,,,,,,,,,,,1.9358717434869739,118.15096033000009,118.35453539099763,['8'],[0.3856000630003109],118.15096033000009,118.15096033000009,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1441,flanker-basic_v2,2021.2.3,59.73810932402557,
trialTable_practice.csv,img/renders/face418_45.png,img/renders/face418_-45.png,img/renders/face418_-45.png,7,0,right,"[0.058, 0]","[0.14, 0]","[-0.14, 0]",,1,0,1,0,0,16,16,19,,,,,,,,,,,,,,,,,,,1.8897795591182365,120.11681861199759,120.31877176099806,['8'],[0.31365318600001046],120.11681861199759,120.11681861199759,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1441,flanker-basic_v2,2021.2.3,59.73810932402557,
trialTable_practice.csv,img/renders/face800_-45.png,img/renders/face800_45.png,img/renders/face800_45.png,8,0,left,"[-0.058, 0]","[0.14, 0]","[-0.14, 0]",,1,0,1,0,0,17,17,12,,,,,,,,,,,,,,,,,,,1.5991983967935872,122.0475683859986,122.25151805299902,"['8', '1']","[0.39882832700095605, 0.6609390910016373]",122.0475683859986,122.0475683859986,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1441,flanker-basic_v2,2021.2.3,59.73810932402557,
trialTable_practice.csv,img/renders/face634_-45.png,img/renders/face634_-45.png,img/renders/face634_-45.png,6,1,left,"[0, 0]","[0.13, 0]","[-0.13, 0]",,1,0,1,0,0,18,18,11,,,,,,,,,,,,,,,,,,,1.8567134268537075,123.68043252799907,123.88576421099788,['1'],[0.6360312229990086],123.68043252799907,123.68043252799907,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1441,flanker-basic_v2,2021.2.3,59.73810932402557,
trialTable_practice.csv,img/renders/face586_-45.png,img/renders/face586_-45.png,img/renders/face586_-45.png,6,1,left,"[0, 0]","[0.13, 0]","[-0.13, 0]",,1,0,1,0,0,19,19,2,,,,,,,,,,,,,,,,,,,1.8196392785571143,125.58075367799756,125.78554219199941,['1'],[0.4995991489995504],125.58075367799756,125.58075367799756,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1441,flanker-basic_v2,2021.2.3,59.73810932402557,
trialTable_practice.csv,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.40701431499838,None,127.40701431499838,None,8,2.389438091999182,127.40701431499838,None,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1441,flanker-basic_v2,2021.2.3,59.73810932402557,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0.6642376859999786,129.82858038499762,None,,,,,,,,,,,,,,,,,,12,2022_May_10_1441,flanker-basic_v2,2021.2.3,59.73810932402557,
alt_trialTable_2.csv,img/renders/face138_-45.png,img/renders/face138_45.png,img/renders/face138_45.png,8,0,left,"[-0.08, 0]","[0.18, 0]","[-0.18, 0]",img/renders/face138_0.png,,,,,,,,,0,0,0,1,0,0,0,25,,,,,,,,,131.11663151999892,None,1.8326653306613225,,,,,,,1,,,,,,,,,,,,,130.52652538099937,None,8,0.56296418599959,130.52652538099937,None,133.1659651739974,None,133.1659651739974,133.36599292699975,133.1659651739974,133.36599292699975,133.1659651739974,None,None,133.1659651739974,None,12,2022_May_10_1441,flanker-basic_v2,2021.2.3,59.73810932402557,
alt_trialTable_2.csv,img/renders/face921_-45.png,img/renders/face921_45.png,img/renders/face921_45.png,8,0,left,"[-0.08, 0]","[0.18, 0]","[-0.18, 0]",img/renders/face921_0.png,,,,,,,,,0,0,0,1,0,1,1,7,,,,,,,,,,,1.661322645290581,,,,,,,1,,,,,,,,,,,,,,,,,,,135.0359305919992,135.0359305919992,135.0359305919992,135.2501738259998,135.0359305919992,135.2501738259998,135.0359305919992,135.0359305919992,None,135.0359305919992,135.0359305919992,12,2022_May_10_1441,flanker-basic_v2,2021.2.3,59.73810932402557,
alt_trialTable_2.csv,img/renders/face262_-45.png,img/renders/face262_-45.png,img/renders/face262_-45.png,6,1,left,"[0, 0]","[0.18, 0]","[-0.18, 0]",img/renders/face262_0.png,,,,,,,,,0,0,0,1,0,2,2,11,,,,,,,,,,,1.5811623246492987,,,,,,,1,,,,,,,,,,,,,,,,,,,136.73772629000086,136.73772629000086,136.73772629000086,136.9493559069997,136.73772629000086,136.9493559069997,136.73772629000086,136.73772629000086,None,136.73772629000086,136.73772629000086,12,2022_May_10_1441,flanker-basic_v2,2021.2.3,59.73810932402557,
alt_trialTable_2.csv,img/renders/face528_45.png,img/renders/face528_45.png,img/renders/face528_45.png,5,1,right,"[0, 0]","[0.18, 0]","[-0.18, 0]",img/renders/face528_0.png,,,,,,,,,0,0,0,1,0,3,3,10,,,,,,,,,,,1.812625250501002,,,,,,,1,,,,,,,,,,,,,,,,,,,138.36771871199744,138.36771871199744,138.36771871199744,138.58091050499934,138.36771871199744,138.58091050499934,138.36771871199744,138.36771871199744,None,138.36771871199744,138.36771871199744,12,2022_May_10_1441,flanker-basic_v2,2021.2.3,59.73810932402557,
alt_trialTable_2.csv,img/renders/face340_45.png,img/renders/face340_45.png,img/renders/face340_45.png,5,1,right,"[0, 0]","[0.18, 0]","[-0.18, 0]",img/renders/face340_0.png,,,,,,,,,0,0,0,1,0,4,4,20,,,,,,,,,,,1.6993987975951905,,,,,,,1,,,,,,,,,,,,,,,,,,,140.2197258979977,140.2197258979977,140.2197258979977,140.43165660299928,140.2197258979977,140.43165660299928,140.2197258979977,140.2197258979977,None,140.2197258979977,140.2197258979977,12,2022_May_10_1441,flanker-basic_v2,2021.2.3,59.73810932402557,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7785571142284569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
